overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,league_level,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,years_at_club,contract_years_remaining,is_loaned,nationality_freq,league_freq,preferred_foot_Right,position_group_DEF,position_group_MID
61,70,750000,7000,22,187,67,1.0,3,3,1,84.0,57.0,38.0,53.0,21.0,64.0,29,63,59,53,48,50,29,26,29,55,77,89,68,58,35,59,74,66,68,43,48,20,61,34,54,42,19,15,13,4.646575342465753,1.0,0,303,888,True,False,False
57,63,240000,950,22,182,74,2.0,3,2,1,58.0,36.0,46.0,45.0,58.0,59.0,51,34,56,56,35,42,28,37,48,47,60,56,45,50,54,47,61,64,59,31,54,55,26,31,46,53,57,61,57,0.10136986301369863,1.0,0,833,430,True,True,False
63,66,550000,2000,26,188,86,1.0,3,2,1,55.0,24.0,47.0,48.0,62.0,71.0,42,17,52,61,34,45,31,21,54,50,58,53,44,59,47,41,68,62,79,16,62,61,31,31,33,57,62,66,62,2.884931506849315,1.0,0,359,714,True,True,False
55,64,275000,1000,22,174,61,1.0,3,2,1,69.0,50.0,53.0,58.0,31.0,35.0,55,52,35,56,46,57,44,45,50,55,72,67,79,37,86,51,35,47,28,47,37,29,47,52,49,45,30,32,35,5.131506849315069,2.0,0,230,762,False,False,True
55,60,200000,500,21,183,79,4.0,3,2,1,74.0,53.0,40.0,54.0,25.0,60.0,40,56,54,41,42,51,39,32,35,53,75,73,70,49,67,57,66,66,60,45,52,19,54,42,47,48,21,25,19,1.2191780821917808,1.0,0,1329,589,True,False,False
55,55,120000,500,30,166,65,1.0,3,2,1,74.0,45.0,48.0,55.0,29.0,56.0,51,42,38,50,44,53,46,44,44,54,71,77,74,49,64,52,49,70,53,44,46,20,50,48,35,46,29,35,21,2.1835616438356165,2.0,0,255,1140,True,False,True
52,71,190000,1000,18,187,83,1.0,2,2,1,61.0,36.0,49.0,49.0,49.0,51.0,42,31,49,56,33,45,42,41,53,50,62,61,56,53,64,50,49,46,52,33,55,44,37,44,40,39,47,53,57,0.2191780821917808,1.0,0,210,1140,True,False,True
57,65,350000,500,20,178,70,1.0,3,3,1,84.0,50.0,45.0,62.0,23.0,47.0,48,51,35,44,44,63,42,38,36,59,82,86,74,39,79,60,50,65,46,38,28,18,52,52,47,46,22,23,22,0.2191780821917808,5.0,0,252,403,True,False,True
53,53,80000,600,28,167,65,1.0,4,2,1,62.0,36.0,40.0,45.0,49.0,69.0,44,29,37,41,42,41,39,33,38,45,70,56,56,45,60,46,62,78,63,39,73,48,44,38,27,40,49,52,50,0.536986301369863,4.0,0,255,1140,False,True,False
61,65,425000,550,24,190,85,1.0,2,2,1,63.0,32.0,41.0,46.0,60.0,68.0,35,25,61,55,24,38,28,28,42,55,62,64,49,57,46,48,72,62,72,35,65,59,23,28,32,44,60,59,62,1.2191780821917808,2.0,0,833,403,True,True,False
60,68,525000,1000,21,187,75,1.0,2,2,1,60.0,34.0,46.0,46.0,60.0,63.0,31,33,58,60,24,35,32,30,51,59,54,65,48,45,56,39,62,61,66,31,58,56,37,39,36,45,60,63,60,1.210958904109589,0.0,1,359,714,True,True,False
66,77,1700000,2000,19,183,73,2.0,2,2,1,54.0,26.0,42.0,49.0,67.0,68.0,31,16,69,57,22,44,31,28,46,54,53,54,43,59,56,46,73,54,76,28,66,63,24,28,35,58,64,71,66,0.8986301369863013,3.0,0,833,430,True,True,False
59,71,550000,3000,22,173,64,1.0,3,2,1,83.0,48.0,51.0,58.0,19.0,43.0,53,48,24,54,36,55,53,31,46,55,86,80,81,56,76,47,50,63,32,49,45,20,53,53,45,50,19,16,18,4.2,1.0,0,303,888,False,False,True
57,60,230000,6000,23,188,80,4.0,3,3,1,71.0,55.0,41.0,57.0,18.0,63.0,36,58,52,45,47,55,41,43,29,56,67,74,69,54,66,55,67,63,71,51,40,12,57,47,57,54,11,18,13,1.210958904109589,1.0,1,1329,589,True,False,False
58,75,525000,2000,18,180,65,1.0,3,2,1,77.0,55.0,40.0,63.0,20.0,47.0,30,58,57,44,53,65,44,30,29,60,78,76,71,62,69,54,62,59,47,51,30,14,55,51,45,43,12,19,20,0.6410958904109589,2.0,0,26,888,True,False,False
57,58,200000,900,25,170,70,1.0,3,3,1,74.0,50.0,45.0,61.0,24.0,43.0,53,50,33,43,48,61,46,47,40,57,77,72,75,54,77,53,41,60,38,45,36,29,56,45,50,46,21,21,22,3.249315068493151,4.0,0,365,382,True,False,False
64,66,600000,1000,28,191,79,1.0,3,2,1,40.0,28.0,43.0,53.0,61.0,75.0,32,21,64,55,26,50,28,30,60,58,40,40,49,57,49,47,70,61,83,23,74,62,22,28,41,54,62,60,60,1.2191780821917808,1.0,0,12,403,True,True,False
61,74,750000,3000,21,192,80,2.0,3,2,1,60.0,28.0,45.0,46.0,61.0,63.0,33,22,59,61,26,36,22,30,51,56,59,61,48,60,45,40,64,62,65,24,61,62,40,33,40,50,61,62,61,1.210958904109589,1.0,1,361,491,True,True,False
55,63,275000,2000,22,174,67,1.0,3,2,1,67.0,29.0,46.0,50.0,52.0,65.0,43,31,46,52,24,48,33,30,55,45,64,69,61,49,77,29,58,64,65,24,70,52,40,40,29,40,52,55,52,1.0465753424657533,1.0,0,303,888,True,True,False
53,67,220000,500,18,175,72,4.0,3,3,1,72.0,45.0,50.0,55.0,31.0,47.0,45,42,34,53,40,52,48,45,50,51,73,71,75,53,70,49,39,59,44,48,39,28,47,53,44,52,30,34,25,0.2191780821917808,2.0,0,1329,589,True,False,True
61,66,450000,1000,24,185,75,1.0,2,2,1,66.0,27.0,41.0,50.0,62.0,63.0,30,23,56,53,27,48,29,25,49,50,63,69,56,54,58,40,66,59,69,20,50,61,20,33,40,51,62,64,64,3.665753424657534,0.0,0,996,714,False,True,False
66,66,700000,5000,30,200,94,1.0,2,2,1,42.0,38.0,40.0,38.0,66.0,80.0,24,34,65,54,21,35,26,26,42,39,34,48,31,58,32,51,72,70,93,34,64,64,33,37,57,54,66,67,64,2.221917808219178,1.0,0,99,762,True,True,False
63,63,325000,850,31,188,80,1.0,3,2,1,50.0,33.0,42.0,39.0,63.0,76.0,33,26,62,55,25,31,30,30,44,44,51,49,53,45,33,52,80,74,80,33,69,60,27,33,34,60,63,64,62,2.252054794520548,1.0,0,255,1140,True,True,False
58,66,450000,850,21,193,76,1.0,3,3,1,71.0,56.0,44.0,58.0,20.0,59.0,28,58,57,53,50,59,32,28,41,60,70,72,58,55,46,57,67,58,63,52,48,18,56,54,59,57,11,19,13,0.2,3.0,0,361,383,True,False,False
53,70,230000,3000,18,174,69,1.0,3,2,1,73.0,32.0,47.0,53.0,46.0,54.0,48,29,42,51,24,51,45,31,47,50,70,75,69,46,74,32,51,49,58,34,52,49,48,42,40,42,44,47,51,0.3863013698630137,3.0,0,303,888,False,True,False
59,64,300000,1000,23,188,81,1.0,3,2,1,42.0,34.0,45.0,49.0,59.0,68.0,35,31,53,56,29,47,34,24,55,53,41,43,41,56,64,41,59,64,74,36,62,58,35,38,38,45,59,60,59,1.5972602739726027,1.0,0,210,1140,True,False,True
59,67,475000,500,20,175,70,2.0,2,2,1,64.0,31.0,46.0,55.0,58.0,54.0,48,31,48,56,31,58,29,28,40,51,63,64,51,51,75,25,47,63,47,31,61,56,38,39,39,39,61,58,60,0.21643835616438356,1.0,0,558,491,False,True,False
57,74,425000,650,19,183,69,1.0,3,2,1,70.0,55.0,46.0,57.0,18.0,53.0,29,58,54,52,48,56,35,43,46,59,69,70,54,52,64,50,56,56,51,55,53,11,59,54,57,51,11,19,18,0.2,4.0,0,241,383,True,False,False
56,64,300000,1000,23,188,82,1.0,3,2,1,62.0,33.0,43.0,48.0,54.0,67.0,40,28,49,54,26,39,34,27,43,57,63,61,53,52,64,48,66,58,77,29,51,48,35,34,41,46,55,58,52,0.4794520547945205,0.0,0,359,714,True,True,False
63,69,700000,1000,23,192,82,4.0,2,2,1,57.0,28.0,43.0,40.0,62.0,71.0,33,27,65,49,29,34,39,32,53,41,53,60,46,58,46,31,70,63,75,26,70,63,22,38,35,44,63,61,60,1.210958904109589,1.0,1,263,589,True,True,False
58,68,450000,800,20,185,71,2.0,3,2,1,55.0,58.0,49.0,55.0,20.0,56.0,44,60,61,52,55,54,49,43,48,57,49,59,54,57,55,58,61,51,62,52,44,12,60,49,63,58,19,13,19,0.2191780821917808,3.0,0,141,430,True,False,False
58,68,450000,500,21,184,75,3.0,3,2,1,63.0,56.0,41.0,58.0,25.0,57.0,21,61,59,52,42,57,33,24,42,58,62,63,63,58,59,62,61,61,57,43,51,23,59,46,56,58,19,22,21,0.2191780821917808,2.0,0,996,486,True,False,False
55,75,350000,500,17,181,72,1.0,3,2,1,55.0,50.0,48.0,55.0,36.0,54.0,31,52,47,56,35,53,33,33,54,54,56,55,67,53,65,47,51,52,56,53,53,43,55,54,37,49,27,35,36,0.7150684931506849,2.0,0,387,381,True,False,True
61,61,275000,2000,30,185,75,1.0,3,2,1,54.0,27.0,43.0,42.0,61.0,67.0,29,25,65,56,30,26,32,26,48,49,54,54,68,55,56,35,69,62,71,20,62,61,33,36,40,57,60,62,60,4.701369863013698,0.0,0,9,1140,True,True,False
58,77,475000,1000,17,180,70,1.0,3,2,1,69.0,29.0,46.0,58.0,57.0,45.0,46,31,48,55,24,57,28,30,44,58,71,67,72,48,68,25,46,51,40,26,52,56,37,38,39,44,57,59,58,0.8191780821917808,3.0,0,263,888,True,True,False
61,71,675000,1000,20,189,81,1.0,2,2,1,62.0,32.0,38.0,54.0,60.0,71.0,26,29,55,53,31,55,31,29,33,58,63,61,43,53,49,41,74,63,81,28,53,51,24,30,44,41,63,64,63,0.1232876712328767,3.0,0,315,460,True,True,False
55,65,275000,1000,20,184,73,1.0,3,2,1,65.0,57.0,47.0,57.0,26.0,49.0,52,58,42,45,61,60,53,38,40,53,64,66,63,45,62,60,49,50,56,53,30,20,56,49,55,48,25,26,28,0.2191780821917808,3.0,0,558,1140,True,False,False
61,69,675000,1000,23,186,70,2.0,2,2,1,51.0,32.0,49.0,48.0,63.0,55.0,50,33,66,58,31,42,33,32,49,54,50,52,44,55,53,35,63,43,60,24,55,62,27,39,43,57,60,65,62,0.10410958904109589,1.0,0,833,430,True,True,False
56,63,300000,1000,22,167,61,1.0,3,3,1,73.0,50.0,49.0,60.0,26.0,38.0,55,51,35,50,39,60,48,36,42,52,75,71,84,48,89,54,37,56,31,47,32,20,48,51,52,47,26,27,25,1.210958904109589,0.0,1,24,714,False,False,True
62,78,975000,3000,19,191,72,1.0,3,2,1,39.0,32.0,48.0,47.0,62.0,61.0,40,29,56,58,30,36,27,30,54,56,39,39,54,56,62,48,66,42,67,24,66,64,24,42,45,63,58,64,66,1.2191780821917808,4.0,0,396,456,False,True,False
55,58,170000,2000,25,172,69,1.0,3,3,1,77.0,49.0,47.0,58.0,23.0,46.0,47,51,42,47,39,55,45,54,38,53,74,80,81,55,77,48,50,44,52,45,30,26,52,54,53,52,26,15,12,0.2,3.0,0,336,1140,True,False,True
61,68,600000,550,23,189,75,3.0,3,2,1,62.0,29.0,42.0,45.0,61.0,67.0,37,24,61,54,26,41,22,31,41,45,65,60,44,59,56,41,72,60,71,31,64,58,28,36,31,58,60,63,59,0.21095890410958903,2.0,0,230,486,True,True,False
64,64,500000,1000,29,187,75,1.0,3,2,1,47.0,26.0,46.0,44.0,64.0,70.0,43,22,64,57,26,33,35,22,51,52,47,47,52,61,49,38,70,62,78,23,61,63,29,35,26,51,64,65,63,2.095890410958904,1.0,0,361,383,True,True,False
61,61,210000,1000,32,193,85,1.0,2,2,1,47.0,34.0,48.0,42.0,59.0,74.0,38,31,64,61,26,37,30,27,54,46,44,49,41,54,38,43,72,64,85,30,60,58,30,38,43,60,59,60,56,0.038356164383561646,1.0,0,274,269,True,True,False
53,68,220000,2000,18,170,65,1.0,3,2,1,62.0,45.0,51.0,57.0,43.0,42.0,39,45,38,56,44,56,40,42,56,56,59,65,61,56,67,51,33,45,42,40,40,48,51,56,43,48,38,48,40,0.21095890410958903,3.0,0,558,607,True,False,True
60,78,600000,1000,19,179,71,1.0,3,2,1,68.0,25.0,43.0,57.0,59.0,61.0,32,23,57,58,22,56,29,24,49,58,66,69,63,58,50,29,66,51,66,25,58,56,28,33,31,50,57,62,60,0.2191780821917808,4.0,0,346,274,True,True,False
57,66,350000,2000,22,181,74,1.0,3,2,1,62.0,32.0,37.0,54.0,59.0,58.0,49,28,48,32,28,62,40,33,33,42,66,58,50,55,64,33,58,54,61,33,56,60,46,35,48,41,53,66,62,3.1890410958904107,1.0,0,227,419,True,True,False
55,65,275000,900,22,184,74,1.0,3,3,1,72.0,53.0,39.0,57.0,23.0,57.0,38,54,53,39,42,56,36,35,30,54,71,72,69,58,68,55,62,66,58,48,44,23,56,47,55,45,20,18,17,2.695890410958904,5.0,0,365,382,True,False,False
57,64,325000,1000,22,183,80,2.0,3,2,1,70.0,52.0,49.0,59.0,16.0,58.0,48,55,54,52,42,62,52,37,53,58,70,70,60,54,58,54,63,61,62,48,42,10,52,44,51,48,13,11,13,4.221917808219178,5.0,0,996,474,False,False,True
63,76,1100000,650,20,180,75,2.0,3,2,1,49.0,29.0,44.0,49.0,66.0,57.0,33,24,63,61,31,42,33,34,44,56,46,51,37,59,65,41,56,60,54,26,61,64,27,32,45,60,63,69,68,0.10136986301369863,3.0,0,558,491,True,True,False
56,63,300000,1000,22,173,67,1.0,3,3,1,70.0,58.0,46.0,58.0,28.0,39.0,53,61,45,48,48,60,39,42,39,58,71,70,67,43,60,64,44,46,37,49,34,18,51,45,59,44,25,30,31,0.16164383561643836,2.0,0,4,297,False,False,False
56,69,325000,1000,21,185,78,1.0,3,2,1,66.0,26.0,46.0,44.0,55.0,67.0,26,25,53,60,23,35,31,26,64,44,64,68,74,57,60,35,66,73,72,19,47,56,26,39,33,38,57,54,53,3.3917808219178083,0.0,0,336,1140,False,True,False
52,66,190000,2000,20,179,70,1.0,3,2,1,68.0,49.0,42.0,52.0,36.0,59.0,39,52,52,47,40,50,33,32,35,50,71,66,69,47,65,50,66,49,64,42,57,32,51,45,48,43,35,35,30,1.2191780821917808,3.0,0,303,888,True,False,False
49,56,90000,2000,22,185,80,1.0,3,2,1,63.0,40.0,48.0,48.0,41.0,60.0,40,35,46,57,38,48,36,35,52,46,60,66,54,48,56,51,54,62,60,39,58,45,52,43,43,42,40,38,42,2.1424657534246574,3.0,0,274,888,True,False,True
50,60,100000,500,20,170,64,1.0,3,2,1,53.0,40.0,45.0,54.0,48.0,51.0,35,37,46,52,32,52,32,38,54,53,56,51,58,50,89,46,42,56,47,41,57,49,48,43,40,45,49,48,48,0.6547945205479452,1.0,0,255,1140,True,False,True
60,79,600000,3000,18,191,83,1.0,3,2,1,63.0,31.0,41.0,43.0,61.0,61.0,32,30,59,55,32,35,34,25,44,43,61,65,62,60,60,41,65,53,65,23,62,61,30,30,33,52,56,65,62,0.5534246575342465,4.0,0,996,762,False,True,False
60,64,350000,650,23,175,68,1.0,2,3,1,71.0,45.0,54.0,63.0,29.0,46.0,52,52,28,60,35,61,41,26,52,60,73,70,80,52,76,40,37,71,35,37,46,21,56,57,35,57,28,34,31,0.673972602739726,1.0,0,252,403,True,False,True
53,68,210000,500,17,180,75,4.0,3,3,1,79.0,47.0,45.0,56.0,28.0,51.0,49,46,37,45,41,54,47,39,40,52,78,79,75,46,72,51,55,50,56,49,39,25,48,46,42,53,26,30,24,0.2191780821917808,1.0,0,1329,589,False,False,True
55,60,190000,500,24,178,73,4.0,3,2,1,70.0,55.0,41.0,55.0,26.0,49.0,40,56,53,45,52,53,38,35,30,52,71,69,69,52,67,56,55,59,47,51,40,26,55,45,52,48,22,23,21,1.2191780821917808,1.0,0,1329,589,True,False,False
60,65,325000,700,19,184,70,1.0,2,2,1,62.0,30.0,41.0,46.0,61.0,63.0,30,24,52,53,35,34,35,31,44,55,61,63,56,54,62,48,61,59,64,20,65,59,26,32,44,47,56,69,63,0.16164383561643836,3.0,0,131,460,True,True,False
57,79,500000,900,17,185,76,2.0,3,2,1,66.0,27.0,48.0,54.0,57.0,56.0,45,21,52,55,28,51,30,28,49,56,65,66,57,55,57,38,58,56,58,25,49,58,30,45,33,51,56,60,57,0.2191780821917808,3.0,0,147,474,False,True,False
58,60,230000,500,24,194,81,1.0,3,2,1,51.0,33.0,47.0,48.0,56.0,68.0,35,28,57,56,31,51,34,34,57,48,48,53,34,56,34,44,64,63,72,30,65,53,38,43,41,52,54,59,57,1.6191780821917807,0.0,0,263,229,True,True,False
52,64,190000,4000,19,178,71,2.0,3,2,1,70.0,51.0,43.0,52.0,37.0,50.0,38,53,46,45,45,47,43,27,39,52,71,70,67,52,63,54,49,60,46,45,46,33,50,49,46,48,36,38,35,1.2191780821917808,1.0,0,1329,606,False,False,False
57,61,210000,3000,25,177,70,1.0,3,2,1,61.0,33.0,40.0,57.0,57.0,52.0,50,31,43,38,34,66,33,33,36,43,67,56,62,52,72,29,43,55,47,33,61,50,49,39,45,38,48,70,69,0.2191780821917808,3.0,0,200,97,False,True,False
62,72,825000,2000,21,195,83,3.0,2,2,1,62.0,27.0,40.0,45.0,61.0,74.0,30,22,63,51,30,42,24,30,42,44,57,66,53,54,45,40,76,67,82,24,61,57,25,35,34,46,58,66,61,1.210958904109589,1.0,1,996,486,True,True,False
59,62,300000,1000,25,182,77,1.0,3,2,1,66.0,60.0,51.0,60.0,22.0,46.0,59,61,39,54,48,62,38,31,47,63,67,66,51,57,61,71,51,35,59,53,27,20,51,47,50,52,17,22,25,2.221917808219178,2.0,0,128,297,True,False,False
56,64,325000,600,21,188,80,1.0,3,3,1,61.0,54.0,48.0,55.0,23.0,59.0,40,56,60,55,41,55,40,33,42,56,60,61,59,52,58,55,66,57,62,53,53,16,57,53,53,40,22,20,14,0.2191780821917808,2.0,0,996,403,True,False,False
64,68,725000,2000,25,185,82,2.0,2,2,1,48.0,28.0,43.0,50.0,63.0,69.0,31,24,63,57,22,47,32,31,47,55,49,48,35,61,56,36,70,53,77,26,69,59,28,35,38,54,62,66,60,1.1917808219178083,2.0,0,833,430,False,True,False
51,58,120000,1000,21,178,70,1.0,3,2,1,70.0,41.0,52.0,53.0,39.0,45.0,43,40,41,53,44,49,45,45,63,52,72,69,68,44,70,49,45,41,48,31,41,25,41,53,52,60,37,45,48,1.2191780821917808,3.0,0,263,888,True,False,True
59,72,550000,850,20,184,79,1.0,3,2,1,69.0,57.0,43.0,58.0,21.0,59.0,31,58,56,55,55,57,31,34,32,59,68,69,63,56,54,57,68,47,69,56,48,14,57,46,54,48,13,24,18,3.717808219178082,1.0,0,361,383,True,False,False
56,70,350000,1000,19,175,67,1.0,2,2,1,61.0,51.0,51.0,59.0,27.0,45.0,53,52,37,52,45,57,49,43,52,61,62,61,60,55,74,56,39,55,45,45,33,28,52,50,59,54,25,25,29,0.2191780821917808,2.0,0,230,762,True,False,True
63,69,700000,3000,22,188,80,1.0,3,2,1,62.0,24.0,45.0,44.0,61.0,66.0,25,17,64,63,28,28,23,29,57,63,61,63,47,60,51,40,72,57,71,20,65,64,27,33,35,47,53,66,62,0.2191780821917808,3.0,0,396,888,True,True,False
56,64,275000,500,18,187,75,1.0,2,2,1,51.0,31.0,45.0,42.0,55.0,65.0,40,25,62,50,30,38,39,31,43,42,52,51,50,50,52,44,65,63,67,28,63,50,44,48,38,45,53,58,56,2.243835616438356,0.0,0,323,229,True,True,False
61,70,675000,5000,20,188,69,4.0,3,2,1,60.0,26.0,41.0,47.0,60.0,71.0,30,24,60,51,29,43,27,28,44,48,59,61,45,57,58,34,71,72,74,18,63,57,28,38,42,52,61,61,58,1.210958904109589,1.0,1,71,589,True,True,False
64,64,400000,5000,31,186,80,1.0,2,2,1,62.0,25.0,44.0,42.0,62.0,75.0,29,20,68,61,25,26,21,27,57,59,51,71,50,54,53,34,75,71,83,22,60,62,27,29,35,48,58,65,60,1.2191780821917808,1.0,0,303,888,True,True,False
60,60,210000,1000,28,185,82,1.0,2,2,1,35.0,34.0,45.0,46.0,59.0,75.0,36,33,56,53,30,43,33,28,52,46,33,36,48,56,56,45,66,65,87,27,60,59,39,43,33,55,60,59,57,1.2191780821917808,1.0,0,274,269,False,True,False
63,70,900000,1000,21,191,88,1.0,2,2,1,53.0,31.0,42.0,45.0,62.0,69.0,32,27,60,58,21,35,29,26,48,58,52,53,44,55,50,44,70,60,76,30,60,60,28,28,41,52,62,65,63,1.1561643835616437,2.0,0,263,429,True,True,False
64,78,1300000,13000,20,196,80,1.0,3,2,1,57.0,22.0,45.0,48.0,65.0,62.0,25,15,72,64,21,39,23,29,55,54,57,57,55,62,57,38,73,62,66,19,51,63,24,32,34,60,63,66,64,0.136986301369863,5.0,0,930,607,True,True,False
49,54,70000,500,21,170,63,1.0,3,2,1,62.0,50.0,43.0,50.0,44.0,53.0,40,52,44,47,39,48,36,28,38,50,63,61,51,45,69,47,49,54,59,49,40,35,42,47,63,45,45,47,45,3.0027397260273974,3.0,0,255,1140,True,True,False
57,66,375000,500,22,178,74,1.0,3,2,1,66.0,58.0,40.0,53.0,22.0,57.0,31,62,59,45,50,50,41,33,35,52,65,67,60,55,59,55,65,55,60,55,50,20,55,46,59,54,18,15,19,0.2191780821917808,2.0,0,69,229,True,False,False
59,60,210000,500,29,190,80,1.0,3,2,1,49.0,38.0,48.0,39.0,57.0,71.0,31,40,63,63,29,30,30,30,63,46,48,50,42,49,48,43,73,54,83,28,60,54,49,35,34,54,57,58,52,2.7095890410958905,1.0,0,323,229,True,True,False
52,63,180000,3000,21,170,65,1.0,4,2,1,61.0,47.0,51.0,53.0,38.0,45.0,46,47,47,53,43,53,49,45,51,53,54,66,51,48,67,50,42,43,48,45,42,35,50,52,43,51,39,37,33,1.2191780821917808,3.0,0,303,888,True,False,True
57,68,350000,1000,21,178,69,1.0,4,2,1,69.0,26.0,38.0,54.0,55.0,60.0,49,21,44,38,29,52,29,31,30,51,70,69,69,55,71,26,48,64,51,29,78,53,44,39,31,46,55,59,57,2.3589041095890413,1.0,0,359,714,True,True,False
58,70,450000,2000,19,175,72,1.0,3,2,1,65.0,31.0,40.0,46.0,60.0,58.0,28,29,56,52,31,44,33,32,44,40,68,63,50,52,71,37,65,58,60,25,52,59,33,33,37,52,54,66,63,0.11232876712328767,1.0,0,396,456,True,True,False
54,65,240000,2000,20,189,78,1.0,3,2,1,68.0,53.0,51.0,59.0,16.0,56.0,51,54,45,52,47,60,49,49,50,62,67,69,62,42,60,55,58,47,65,51,46,12,50,52,55,51,13,14,12,0.5863013698630137,1.0,0,263,888,True,False,False
52,64,190000,950,20,181,75,1.0,3,2,1,54.0,51.0,48.0,46.0,45.0,56.0,40,55,46,52,33,46,33,38,52,44,50,58,55,55,34,52,45,63,54,50,56,51,53,54,40,36,32,52,47,0.15616438356164383,1.0,0,274,269,True,False,True
58,61,250000,2000,26,183,74,1.0,3,2,1,69.0,27.0,42.0,52.0,56.0,62.0,48,24,48,47,21,51,26,23,41,48,65,72,63,59,62,35,58,65,62,23,58,58,46,37,32,46,56,56,55,0.2,0.0,0,336,1140,True,True,False
65,68,825000,850,26,194,86,3.0,3,2,1,50.0,28.0,43.0,49.0,64.0,75.0,28,24,67,59,25,44,27,25,58,54,40,59,53,58,34,44,62,72,82,18,66,62,28,26,33,65,64,66,63,1.2164383561643837,1.0,0,996,486,True,True,False
51,70,150000,1000,18,185,75,1.0,3,2,1,59.0,43.0,55.0,52.0,40.0,50.0,48,44,47,60,43,48,49,43,59,58,56,61,48,44,59,54,51,42,58,29,39,25,39,55,49,59,37,45,55,0.16986301369863013,1.0,0,315,1140,True,False,True
61,63,325000,4000,28,187,85,1.0,2,2,1,67.0,27.0,42.0,44.0,58.0,74.0,32,22,61,53,29,41,31,22,47,44,61,72,48,52,48,41,77,60,82,21,71,59,29,35,31,46,57,57,60,1.16986301369863,4.0,0,303,888,False,True,False
63,72,1000000,900,22,189,84,3.0,3,2,1,60.0,27.0,43.0,50.0,63.0,66.0,33,26,59,59,22,39,24,31,44,61,64,56,54,59,51,36,71,60,73,19,57,62,23,30,33,58,63,64,63,1.2191780821917808,5.0,0,230,486,True,True,False
57,72,400000,2000,19,180,72,2.0,3,2,1,68.0,44.0,56.0,58.0,28.0,49.0,48,46,47,64,38,60,46,36,57,57,67,69,55,54,61,50,51,56,50,33,35,19,53,59,41,55,26,30,29,1.2191780821917808,3.0,0,996,474,False,False,True
65,65,190000,900,35,196,83,1.0,2,2,1,38.0,32.0,48.0,50.0,63.0,74.0,28,26,64,65,29,49,26,25,56,56,31,44,31,61,39,52,61,56,89,25,60,61,36,43,38,61,65,63,62,3.164383561643836,1.0,0,274,1140,True,True,False
57,66,375000,5000,23,172,67,1.0,3,2,1,69.0,56.0,43.0,55.0,22.0,56.0,39,59,56,48,48,54,38,37,44,55,68,69,58,56,63,56,63,60,58,51,42,20,54,42,53,49,17,19,16,1.210958904109589,1.0,1,303,888,True,False,False
53,64,200000,3000,19,180,77,1.0,3,2,1,54.0,51.0,45.0,54.0,31.0,61.0,39,54,51,52,40,52,40,35,34,55,56,53,64,46,63,53,63,49,71,48,48,31,51,51,48,53,29,28,23,1.189041095890411,3.0,0,303,888,True,False,False
67,67,700000,2000,31,190,82,3.0,3,2,1,35.0,30.0,41.0,47.0,67.0,76.0,29,28,69,54,27,41,31,27,51,54,34,35,32,66,53,41,69,70,82,23,71,70,28,29,38,63,66,67,65,1.1534246575342466,1.0,0,230,486,False,True,False
60,72,575000,2000,21,180,71,1.0,1,2,1,71.0,27.0,45.0,53.0,55.0,56.0,52,27,48,53,28,52,28,29,43,51,73,70,64,54,67,25,56,69,52,21,48,50,41,33,39,40,55,58,61,1.6657534246575343,0.0,0,66,81,True,True,False
55,72,325000,500,19,183,70,4.0,3,2,1,75.0,53.0,43.0,54.0,19.0,61.0,42,54,52,46,49,53,43,26,39,53,76,74,60,52,63,54,70,62,69,48,39,17,54,46,53,49,15,17,12,2.0383561643835617,3.0,0,1329,589,False,False,False
56,67,325000,1000,21,187,72,1.0,2,3,1,64.0,55.0,43.0,50.0,30.0,63.0,37,59,52,48,46,48,39,37,36,52,58,68,57,51,45,57,64,57,71,44,52,28,58,48,54,50,24,30,26,0.14520547945205478,2.0,0,274,269,True,False,False
62,75,925000,3000,22,177,74,1.0,3,2,1,57.0,23.0,42.0,54.0,62.0,69.0,28,19,62,58,24,51,20,28,53,55,60,55,51,58,69,37,74,61,76,15,58,61,26,28,37,61,59,64,62,5.720547945205479,0.0,0,149,112,False,True,False
60,67,450000,550,25,182,77,2.0,3,2,1,61.0,31.0,44.0,44.0,60.0,60.0,36,26,59,56,30,33,34,33,40,51,61,61,50,54,62,41,64,57,61,28,61,57,28,38,42,51,61,62,62,0.6904109589041096,2.0,0,558,491,True,True,False
59,70,450000,1000,20,183,79,2.0,2,2,1,55.0,34.0,45.0,44.0,59.0,58.0,38,29,58,61,39,34,35,31,45,56,51,58,40,56,60,41,60,45,63,34,63,61,40,30,37,45,61,56,56,1.210958904109589,1.0,1,558,491,True,True,False
59,73,500000,3000,19,186,80,1.0,3,2,1,58.0,31.0,43.0,50.0,60.0,58.0,42,27,57,52,23,45,30,28,47,58,58,58,48,61,57,44,62,58,60,28,50,60,35,32,34,40,63,60,57,0.7150684931506849,0.0,0,95,128,False,True,False
